@relation Invistico_Airline

@attribute satisfaction {satisfied,dissatisfied}
@attribute 'Customer Type' {'Loyal Customer','disloyal Customer'}
@attribute Age numeric
@attribute 'Type of Travel' {'Personal Travel','Business travel'}
@attribute Class {Eco,Business,'Eco Plus'}
@attribute 'Flight Distance' numeric
@attribute 'Seat comfort' numeric
@attribute 'Departure/Arrival time convenient' numeric
@attribute 'Food and drink' numeric
@attribute 'Gate location' numeric
@attribute 'Inflight wifi service' numeric
@attribute 'Inflight entertainment' numeric
@attribute 'Online support' numeric
@attribute 'Ease of Online booking' numeric
@attribute 'On-board service' numeric
@attribute 'Leg room service' numeric
@attribute 'Baggage handling' numeric
@attribute 'Checkin service' numeric
@attribute Cleanliness numeric
@attribute 'Online boarding' numeric
@attribute 'Departure Delay in Minutes' numeric
@attribute 'Arrival Delay in Minutes' numeric

@data
satisfied,'Loyal Customer',40,'Business travel',Business,1074,3,3,3,3,2,5,5,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',29,'Business travel',Business,3211,2,1,2,2,4,4,4,4,3,2,5,5,5,4,47,32
satisfied,'Loyal Customer',18,'Business travel',Business,3008,1,1,1,1,4,4,4,4,1,5,2,3,4,4,0,2
satisfied,'Loyal Customer',60,'Business travel',Business,1920,5,5,3,5,5,5,4,4,4,4,4,3,4,4,85,91
satisfied,'Loyal Customer',57,'Business travel',Business,2567,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0,13
satisfied,'Loyal Customer',55,'Business travel',Business,2888,1,1,1,1,2,5,5,4,4,4,4,5,4,3,0,0
satisfied,'Loyal Customer',55,'Business travel',Business,3846,1,1,1,1,5,5,4,4,4,4,4,4,4,3,26,13
satisfied,'Loyal Customer',45,'Business travel',Business,3889,5,5,5,5,2,4,4,4,4,4,4,5,4,5,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,3007,2,2,3,2,5,4,4,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',45,'Business travel',Business,1090,1,1,1,1,1,4,5,4,4,4,4,2,4,3,0,0
satisfied,'Loyal Customer',38,'Business travel',Business,3005,4,4,4,4,4,4,4,1,5,3,4,4,4,4,267,287
satisfied,'Loyal Customer',33,'Business travel',Business,3753,4,4,5,4,4,4,4,4,5,2,5,5,1,4,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,2457,4,3,4,4,3,5,4,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',20,'Business travel',Business,2146,3,3,3,3,4,4,4,4,5,3,4,4,4,4,2,0
satisfied,'Loyal Customer',59,'Business travel',Business,2186,5,5,5,5,4,4,4,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',78,'Business travel',Business,1864,4,4,4,4,3,3,4,4,4,4,4,5,4,5,0,0
satisfied,'Loyal Customer',57,'Business travel',Business,3458,2,2,2,2,5,4,4,4,4,4,4,3,4,3,3,4
satisfied,'Loyal Customer',48,'Business travel',Business,1082,1,1,1,1,4,5,5,4,4,4,4,4,4,4,32,28
satisfied,'Loyal Customer',51,'Business travel',Business,1859,1,1,1,1,2,1,1,4,4,4,4,5,4,3,0,0
satisfied,'Loyal Customer',50,'Business travel',Business,1081,1,3,1,1,5,1,4,4,4,4,4,1,4,3,0,0
satisfied,'Loyal Customer',31,'Business travel',Business,2711,3,3,5,3,4,4,4,4,2,3,5,3,5,4,0,0
satisfied,'Loyal Customer',30,'Business travel',Business,3758,4,1,4,4,4,4,4,4,2,1,3,3,3,4,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,2296,5,5,5,5,5,4,4,4,4,4,4,5,4,4,39,35
satisfied,'Loyal Customer',52,'Business travel',Business,1086,3,3,3,3,2,4,4,4,4,4,4,5,4,5,0,0
satisfied,'Loyal Customer',26,'Business travel',Business,3615,1,1,1,1,4,4,4,4,3,2,4,4,5,4,60,47
satisfied,'Loyal Customer',46,'Business travel',Business,3284,4,4,2,4,4,5,5,4,4,4,4,5,4,4,23,32
satisfied,'Loyal Customer',22,'Business travel',Business,3865,1,1,1,1,4,4,4,4,2,3,4,4,5,4,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,2338,4,4,4,4,5,5,4,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,1065,2,2,2,2,3,5,5,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,3614,4,4,4,4,3,4,4,4,4,4,4,4,4,5,14,0
satisfied,'Loyal Customer',42,'Business travel',Business,2897,4,4,4,4,4,4,4,5,2,4,5,4,5,4,266,248
satisfied,'Loyal Customer',59,'Business travel',Business,2581,1,1,1,1,4,5,4,4,4,4,4,4,4,5,5,0
satisfied,'Loyal Customer',56,'Business travel',Business,1093,3,3,3,3,5,4,5,4,4,4,4,4,4,4,12,8
satisfied,'Loyal Customer',42,'Business travel',Business,3685,4,4,4,4,4,5,4,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,3692,5,5,5,5,4,4,5,4,4,4,4,4,4,5,10,0
satisfied,'Loyal Customer',27,'Business travel',Business,4493,4,4,1,4,4,4,4,4,4,4,5,3,4,4,58,46
satisfied,'Loyal Customer',53,'Business travel',Eco,953,4,1,5,5,5,5,5,4,4,4,4,5,4,1,11,14
satisfied,'Loyal Customer',53,'Business travel',Eco,754,4,1,1,1,5,3,4,4,4,4,4,2,4,4,20,0
satisfied,'Loyal Customer',53,'Business travel',Eco,1203,4,5,5,5,4,4,4,4,4,5,2,4,1,4,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,1732,4,2,5,5,2,3,2,4,4,4,4,2,4,5,10,0
satisfied,'Loyal Customer',52,'Business travel',Eco,1924,4,1,1,1,4,4,4,4,5,2,4,2,4,4,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,1992,4,3,3,3,4,4,4,4,1,4,3,4,3,4,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,468,4,2,2,2,2,2,3,4,4,4,4,5,4,5,2,63
satisfied,'Loyal Customer',52,'Business travel',Eco,439,4,3,3,3,2,1,3,4,4,4,4,3,4,1,0,0
satisfied,'Loyal Customer',52,'Business travel','Eco Plus',383,4,1,4,1,2,4,3,4,4,4,4,1,4,1,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,341,4,4,4,4,2,1,2,4,4,4,4,1,4,3,0,0
satisfied,'Loyal Customer',52,'Business travel','Eco Plus',63,4,2,2,2,4,5,3,4,4,4,4,5,4,2,0,3
satisfied,'Loyal Customer',52,'Business travel',Eco,70,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,1086,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',56,'Business travel',Business,3787,3,3,3,3,5,4,5,4,4,4,4,5,4,3,30,65
satisfied,'Loyal Customer',43,'Business travel',Business,2890,1,1,1,1,5,4,5,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,2782,3,3,3,3,3,5,4,4,4,4,4,5,4,4,38,50
satisfied,'Loyal Customer',36,'Business travel',Business,1048,3,3,3,3,4,1,5,4,4,4,4,5,4,3,0,0
satisfied,'Loyal Customer',24,'Business travel',Business,2860,5,5,5,5,4,4,4,4,5,4,1,5,5,4,0,0
satisfied,'Loyal Customer',50,'Business travel',Business,1064,4,4,5,4,5,5,5,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',38,'Business travel',Business,2642,1,1,1,1,4,4,4,4,4,4,4,5,4,1,0,0
satisfied,'Loyal Customer',30,'Business travel',Business,3551,4,5,4,4,4,4,4,4,2,2,5,1,4,4,0,0
satisfied,'Loyal Customer',22,'Business travel',Business,3644,2,2,2,2,4,4,4,4,5,4,1,3,2,4,82,73
satisfied,'Loyal Customer',29,'Business travel',Business,2171,4,4,5,4,4,4,4,4,5,5,4,3,5,4,0,0
satisfied,'Loyal Customer',47,'Business travel',Business,1044,2,2,2,2,5,4,1,4,4,4,4,1,4,1,0,0
satisfied,'Loyal Customer',34,'Business travel',Business,1058,2,2,2,2,4,4,5,4,4,4,4,4,4,1,0,0
satisfied,'Loyal Customer',28,'Business travel',Business,2739,1,1,1,1,4,4,4,4,5,3,5,5,4,4,0,3
satisfied,'Loyal Customer',24,'Business travel',Business,2502,1,1,1,1,4,4,4,4,1,5,1,4,4,4,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,2178,1,1,1,1,5,5,4,4,4,4,4,3,4,5,0,0
satisfied,'Loyal Customer',50,'Business travel',Business,2129,1,1,1,1,5,5,5,4,4,4,4,3,4,3,31,41
satisfied,'Loyal Customer',48,'Business travel',Business,2964,2,2,2,2,3,5,5,4,4,4,4,5,4,3,0,0
satisfied,'Loyal Customer',44,'Business travel',Business,2001,5,5,5,5,4,4,5,4,4,4,4,4,4,5,2,0
satisfied,'Loyal Customer',40,'Business travel',Business,3036,4,4,4,4,2,2,1,4,4,4,4,3,4,2,0,0
satisfied,'Loyal Customer',47,'Business travel',Business,1058,3,3,3,3,3,4,4,4,4,4,4,5,4,4,0,1
dissatisfied,'Loyal Customer',42,'Business travel',Business,2872,4,2,2,2,5,1,1,4,4,4,4,4,4,2,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,1041,5,5,5,5,2,4,4,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,1716,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,2659,5,5,5,5,3,5,5,4,4,4,4,5,4,5,15,9
satisfied,'Loyal Customer',40,'Business travel',Business,5753,5,5,5,5,4,4,4,3,4,4,4,4,4,4,371,339
satisfied,'Loyal Customer',39,'Business travel',Business,1591,1,1,1,1,5,4,5,4,4,4,4,5,4,3,86,?
satisfied,'Loyal Customer',7,'Business travel',Business,2374,1,1,1,1,4,4,4,4,3,5,4,4,4,4,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,3954,2,2,2,2,2,5,4,4,4,4,4,5,4,4,10,0
satisfied,'Loyal Customer',50,'Business travel',Business,3422,5,5,5,5,4,5,4,4,4,4,4,4,4,3,5,0
satisfied,'Loyal Customer',48,'Business travel',Business,1034,4,4,4,4,5,5,4,4,4,4,4,5,4,3,68,67
satisfied,'Loyal Customer',40,'Business travel',Business,1021,1,1,2,1,3,4,4,4,4,4,4,4,4,4,21,14
satisfied,'Loyal Customer',22,'Business travel',Business,2784,1,1,1,1,4,4,4,4,1,3,4,5,4,4,0,0
satisfied,'Loyal Customer',56,'Business travel',Business,2273,1,1,4,1,2,5,5,4,4,4,4,3,4,3,0,4
satisfied,'Loyal Customer',51,'Business travel',Business,1775,1,1,1,1,4,4,5,4,4,4,4,4,4,4,0,0
satisfied,'Loyal Customer',33,'Business travel',Business,2867,4,4,4,4,4,4,4,4,3,3,4,3,4,4,0,0
satisfied,'Loyal Customer',23,'Business travel',Business,2664,5,5,5,5,4,4,4,4,2,5,2,4,2,4,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,2810,5,5,5,5,4,4,4,5,5,4,5,4,3,4,175,174
satisfied,'Loyal Customer',31,'Business travel',Business,2572,5,5,5,5,4,4,4,4,3,3,5,3,4,4,8,4
satisfied,'Loyal Customer',52,'Business travel',Business,2478,1,1,1,1,1,2,2,4,4,4,4,1,4,1,5,0
satisfied,'Loyal Customer',50,'Business travel',Business,1031,3,3,3,3,3,5,4,4,4,4,4,5,4,4,58,42
satisfied,'Loyal Customer',25,'Business travel',Business,4772,5,5,5,5,4,4,4,4,2,4,2,4,1,4,2,1
satisfied,'Loyal Customer',30,'Business travel',Business,3691,4,4,4,4,4,4,4,4,4,1,5,4,4,4,0,0
satisfied,'Loyal Customer',56,'Business travel',Business,1021,1,1,1,1,4,4,5,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',56,'Business travel',Business,1023,5,5,5,5,2,5,4,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,1772,4,4,4,4,5,4,4,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',52,'Business travel',Business,1029,2,2,2,2,2,4,5,4,4,4,4,3,4,5,16,5
satisfied,'Loyal Customer',50,'Business travel',Business,3030,3,5,3,3,4,5,5,4,4,4,4,5,4,5,0,10
satisfied,'Loyal Customer',50,'Business travel',Business,3292,1,1,5,1,4,4,4,4,4,4,4,4,4,5,26,11
satisfied,'Loyal Customer',48,'Business travel',Business,1024,4,4,3,4,4,5,4,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',45,'Business travel',Business,2061,2,2,2,2,4,4,5,4,4,4,4,3,4,4,44,29
satisfied,'Loyal Customer',44,'Business travel',Business,1046,2,2,2,2,3,4,5,4,4,4,4,5,4,3,0,3
satisfied,'Loyal Customer',44,'Business travel',Business,1018,5,5,5,5,5,4,5,4,4,4,4,3,4,3,0,20
satisfied,'Loyal Customer',37,'Business travel',Business,1010,5,5,5,5,3,5,4,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',31,'Business travel',Business,4816,2,2,2,2,4,4,4,4,4,5,4,5,4,4,0,0
satisfied,'Loyal Customer',24,'Business travel',Business,2995,1,1,1,1,4,4,4,4,5,2,5,5,4,4,0,0
satisfied,'Loyal Customer',16,'Business travel',Business,3339,3,5,3,3,4,4,4,4,4,3,4,5,4,4,6,28
satisfied,'Loyal Customer',59,'Business travel',Business,2354,3,3,1,3,5,5,4,4,4,4,4,3,4,3,4,0
satisfied,'Loyal Customer',46,'Business travel',Business,2752,1,1,1,1,5,5,2,4,4,4,4,5,4,3,28,27
satisfied,'Loyal Customer',41,'Business travel',Business,3359,1,1,1,1,5,5,4,4,4,4,4,5,4,3,12,19
satisfied,'Loyal Customer',30,'Business travel',Business,3157,1,1,1,1,4,4,4,4,3,5,5,2,5,4,88,117
satisfied,'Loyal Customer',56,'Business travel',Business,1029,4,4,4,4,3,5,5,4,4,4,4,4,4,4,0,0
satisfied,'Loyal Customer',54,'Business travel',Business,1008,3,3,3,3,4,5,4,4,4,4,4,3,4,5,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,2243,5,5,5,5,3,2,5,4,4,4,4,5,4,3,24,37
satisfied,'Loyal Customer',59,'Business travel',Business,3603,4,4,4,4,3,5,5,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',58,'Business travel',Business,1048,5,5,5,5,5,5,5,4,4,4,4,5,4,3,18,0
satisfied,'Loyal Customer',55,'Business travel',Business,1730,3,3,3,3,2,5,4,4,4,4,4,3,4,5,9,15
satisfied,'Loyal Customer',48,'Business travel',Business,1042,1,1,1,1,5,5,4,4,4,4,4,3,4,3,21,14
satisfied,'Loyal Customer',46,'Business travel',Business,2606,3,3,3,3,4,4,5,4,4,4,4,5,4,3,3,0
satisfied,'Loyal Customer',45,'Business travel',Business,1008,1,1,1,1,2,4,4,4,4,4,4,5,4,4,8,0
satisfied,'Loyal Customer',41,'Business travel',Business,2244,3,3,1,3,5,5,5,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,1047,3,3,3,3,4,4,5,4,4,4,4,4,4,4,0,0
satisfied,'Loyal Customer',32,'Business travel',Business,2907,5,5,5,5,4,4,4,4,5,5,4,4,4,4,248,261
satisfied,'Loyal Customer',22,'Business travel',Business,1736,2,2,2,2,4,4,4,4,3,3,5,3,5,4,13,0
satisfied,'Loyal Customer',58,'Business travel',Business,3418,4,4,4,4,3,4,4,4,4,4,4,3,4,4,33,13
satisfied,'Loyal Customer',41,'Business travel',Business,1861,1,1,1,1,4,5,5,4,4,4,4,4,4,5,38,22
satisfied,'Loyal Customer',29,'Business travel',Business,4095,1,1,5,1,4,4,4,4,5,3,4,3,5,4,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,1037,3,3,3,3,2,4,5,4,4,4,4,4,4,5,21,0
satisfied,'Loyal Customer',59,'Business travel',Business,3780,2,2,5,2,2,5,5,4,4,4,4,3,4,5,42,41
satisfied,'Loyal Customer',50,'Business travel',Business,2193,1,1,1,1,3,5,4,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',47,'Business travel',Business,999,3,3,3,3,3,4,4,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',45,'Business travel',Business,3364,2,2,2,2,3,4,5,4,4,4,4,5,4,5,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,3029,5,5,5,5,2,2,3,4,4,4,4,1,4,4,0,0
satisfied,'Loyal Customer',32,'Business travel',Business,2288,3,3,3,3,4,4,4,4,5,4,5,4,4,4,12,11
satisfied,'Loyal Customer',31,'Business travel',Business,4944,3,3,4,3,4,4,4,4,5,5,4,5,5,4,2,0
satisfied,'Loyal Customer',10,'Business travel',Business,2601,4,5,4,4,4,4,4,4,3,4,4,5,4,4,2,4
satisfied,'Loyal Customer',44,'Business travel',Business,1043,3,3,3,3,2,3,5,4,4,4,4,2,4,1,0,0
satisfied,'Loyal Customer',55,'Business travel',Business,2581,4,4,4,4,3,4,4,4,4,4,4,5,4,4,7,11
satisfied,'Loyal Customer',35,'Business travel',Business,1035,3,3,3,3,3,4,1,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',59,'Business travel',Business,3010,4,4,4,4,3,4,5,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',57,'Business travel',Business,3425,5,5,5,5,4,4,5,4,4,4,4,3,4,5,14,21
satisfied,'Loyal Customer',47,'Business travel',Business,1002,4,4,4,4,5,5,5,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',44,'Business travel',Business,996,4,4,4,4,3,5,5,4,4,4,4,4,4,3,37,16
satisfied,'Loyal Customer',27,'Business travel',Business,4063,4,4,4,4,4,4,4,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',56,'Business travel',Business,1006,1,1,1,1,4,4,4,4,4,4,4,5,4,3,0,0
satisfied,'Loyal Customer',54,'Business travel',Business,2547,5,5,5,5,3,5,4,4,4,4,4,5,4,3,3,0
satisfied,'Loyal Customer',50,'Business travel',Business,1013,5,5,5,5,3,5,4,4,4,4,4,4,4,4,1,20
satisfied,'Loyal Customer',44,'Business travel',Business,1025,3,3,3,3,5,5,4,4,4,4,4,3,4,5,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,1023,5,5,5,5,5,4,5,4,4,4,4,3,4,5,0,8
satisfied,'Loyal Customer',52,'Business travel',Eco,1212,4,2,2,2,5,3,2,4,4,4,4,4,4,2,5,0
satisfied,'Loyal Customer',52,'Business travel',Eco,1630,4,4,4,4,4,4,4,4,5,3,4,1,3,4,51,48
satisfied,'Loyal Customer',51,'Business travel','Eco Plus',2338,4,5,5,5,4,4,4,4,5,4,1,4,3,4,0,0
dissatisfied,'Loyal Customer',51,'Business travel',Eco,2751,4,5,5,5,4,4,4,4,3,5,2,1,2,4,0,0
satisfied,'Loyal Customer',51,'Business travel',Eco,2172,4,2,2,2,4,4,4,4,1,2,3,1,5,4,7,1
satisfied,'Loyal Customer',51,'Business travel',Eco,2491,4,1,1,1,4,4,4,3,5,5,3,4,1,4,218,210
satisfied,'Loyal Customer',51,'Business travel',Eco,1614,4,5,5,5,4,4,4,4,1,5,5,4,2,4,13,5
satisfied,'Loyal Customer',51,'Business travel',Eco,329,4,5,5,5,1,5,5,4,4,4,4,4,4,3,0,1
satisfied,'Loyal Customer',51,'Business travel',Eco,1556,4,2,2,2,4,4,4,4,4,3,5,5,1,4,0,6
satisfied,'Loyal Customer',51,'Business travel',Eco,1461,4,3,2,3,4,4,4,4,1,1,2,1,2,4,25,18
satisfied,'Loyal Customer',51,'Business travel',Eco,1846,4,3,4,4,4,4,4,4,5,2,4,1,2,4,0,0
satisfied,'Loyal Customer',51,'Business travel',Eco,1676,4,1,5,1,4,4,4,4,4,5,4,3,3,4,0,0
satisfied,'Loyal Customer',51,'Business travel',Eco,93,4,4,4,4,1,3,2,4,4,4,4,3,4,1,10,9
satisfied,'Loyal Customer',51,'Business travel',Eco,123,4,4,4,4,2,5,5,4,4,4,4,3,4,2,0,9
satisfied,'Loyal Customer',40,'Business travel',Business,2270,1,1,1,1,3,4,4,4,4,4,4,4,4,5,52,31
satisfied,'Loyal Customer',45,'Business travel',Business,1023,1,1,4,1,5,4,4,4,4,4,4,5,4,3,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,3429,4,4,4,4,2,4,5,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',40,'Business travel',Business,2772,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',37,'Business travel',Business,1038,5,5,5,5,5,5,4,4,4,4,4,4,4,3,7,0
satisfied,'Loyal Customer',31,'Business travel',Business,2714,3,3,3,3,4,4,4,4,4,3,5,5,5,4,6,15
satisfied,'Loyal Customer',27,'Business travel',Business,5315,2,2,5,2,4,4,4,4,4,4,5,4,4,4,0,0
satisfied,'Loyal Customer',23,'Business travel',Business,2651,1,1,1,1,4,4,4,4,4,3,4,3,5,4,37,28
satisfied,'Loyal Customer',39,'Business travel',Business,2687,2,2,4,2,2,4,5,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,1656,2,2,2,2,3,5,5,4,4,4,4,4,4,3,0,3
satisfied,'Loyal Customer',60,'Business travel',Business,2131,4,4,4,4,2,4,4,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',57,'Business travel',Business,3476,5,5,5,5,3,5,5,4,4,4,4,4,4,4,8,2
satisfied,'Loyal Customer',52,'Business travel',Business,1013,5,5,5,5,2,5,5,4,4,4,4,3,4,5,0,0
satisfied,'Loyal Customer',50,'Business travel',Business,2520,3,3,1,3,4,4,4,4,5,4,4,4,5,4,186,?
satisfied,'Loyal Customer',45,'Business travel',Business,2425,5,5,5,5,1,3,3,4,4,4,4,4,4,4,12,0
satisfied,'Loyal Customer',44,'Business travel',Business,1018,5,3,5,5,3,5,5,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,995,2,2,2,2,2,5,5,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',37,'Business travel',Business,1003,4,4,4,4,5,5,4,4,4,4,4,3,4,5,23,4
satisfied,'Loyal Customer',22,'Business travel',Business,2747,3,3,3,3,4,4,4,4,4,5,4,4,5,4,16,15
satisfied,'Loyal Customer',52,'Business travel',Business,1894,1,1,4,1,4,5,5,4,4,4,4,5,4,5,0,0
satisfied,'Loyal Customer',48,'Business travel',Business,1933,1,1,1,1,3,5,5,4,4,4,4,4,4,4,65,55
satisfied,'Loyal Customer',42,'Business travel',Business,2943,5,5,5,5,5,5,5,4,4,4,4,3,4,4,8,11
satisfied,'Loyal Customer',28,'Business travel',Business,2244,2,2,2,2,4,4,4,4,5,4,4,4,5,4,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,1007,4,2,4,4,3,1,3,4,4,4,4,3,4,1,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,3545,4,4,4,4,5,5,4,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',50,'Business travel',Business,1005,1,1,1,1,3,4,4,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',33,'Business travel',Business,2540,2,2,2,2,5,5,5,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',59,'Business travel',Business,991,1,1,1,1,2,4,5,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',47,'Business travel',Business,1013,4,4,2,4,4,5,4,4,4,4,4,2,4,1,0,0
satisfied,'Loyal Customer',38,'Business travel',Business,1678,3,3,5,3,3,1,3,4,4,4,4,4,4,5,0,13
dissatisfied,'Loyal Customer',37,'Business travel',Business,991,4,2,2,2,3,2,2,4,4,4,4,2,4,2,31,16
satisfied,'Loyal Customer',30,'Business travel',Business,3449,3,3,3,3,4,4,4,4,4,3,5,3,4,4,9,0
satisfied,'Loyal Customer',25,'Business travel',Business,2015,2,5,2,2,4,4,4,4,3,3,4,5,4,4,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,2877,5,5,5,5,4,4,5,4,4,4,4,5,4,3,12,31
dissatisfied,'Loyal Customer',58,'Business travel',Business,2714,4,3,3,3,4,1,1,4,4,4,4,4,4,3,50,20
satisfied,'Loyal Customer',41,'Business travel',Business,973,2,2,2,2,5,4,5,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',27,'Business travel',Business,3133,1,1,1,1,4,4,4,4,4,3,5,4,4,4,0,0
satisfied,'Loyal Customer',44,'Business travel',Business,1530,3,3,3,3,3,4,4,4,4,4,4,3,4,5,2,5
satisfied,'Loyal Customer',56,'Business travel',Business,2886,3,3,3,3,4,1,5,4,4,4,4,2,4,3,9,7
satisfied,'Loyal Customer',48,'Business travel',Business,2751,1,1,1,1,4,5,5,4,4,4,4,5,4,3,60,55
satisfied,'Loyal Customer',48,'Business travel',Business,3670,1,1,1,1,3,1,5,4,4,4,4,5,4,2,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,986,1,1,1,1,5,4,4,4,4,4,4,5,4,5,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,985,3,3,3,3,5,5,4,4,4,4,4,4,4,3,3,16
satisfied,'Loyal Customer',34,'Business travel',Business,3688,5,5,5,5,2,5,5,4,4,4,4,5,4,4,7,0
satisfied,'Loyal Customer',23,'Business travel',Business,3232,2,2,2,2,4,4,4,4,5,4,4,5,5,4,14,27
satisfied,'Loyal Customer',56,'Business travel',Business,2488,2,2,2,2,5,5,4,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',55,'Business travel',Business,3286,2,2,2,2,5,5,5,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',33,'Business travel',Business,2422,5,4,5,5,4,4,4,4,5,2,5,4,5,4,5,15
satisfied,'Loyal Customer',24,'Business travel',Business,4388,1,1,1,1,4,4,4,4,2,4,1,2,1,4,7,0
satisfied,'Loyal Customer',42,'Business travel',Business,1605,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,0
satisfied,'Loyal Customer',28,'Business travel',Business,2857,3,3,3,3,4,4,4,4,5,4,5,3,5,4,4,0
satisfied,'Loyal Customer',60,'Business travel',Business,1599,4,4,4,4,2,4,5,4,4,4,4,3,4,5,1,0
satisfied,'Loyal Customer',57,'Business travel',Business,987,2,2,2,2,2,5,4,4,4,4,4,3,4,4,7,17
satisfied,'Loyal Customer',54,'Business travel',Business,980,1,1,1,1,4,5,4,4,4,4,4,3,4,5,1,0
satisfied,'Loyal Customer',53,'Business travel',Business,2951,1,1,1,1,2,4,5,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,2466,3,3,3,3,3,5,5,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,986,2,2,2,2,4,5,4,4,4,4,4,4,4,5,50,39
satisfied,'Loyal Customer',49,'Business travel',Business,3907,1,1,1,1,5,5,5,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,2580,3,3,3,3,3,4,4,4,4,4,4,4,4,5,4,69
satisfied,'Loyal Customer',43,'Business travel',Business,972,2,2,2,2,4,5,4,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,2889,2,2,2,2,5,5,4,4,4,4,4,3,4,5,13,33
dissatisfied,'Loyal Customer',41,'Business travel',Business,1677,4,3,3,3,4,1,2,4,4,4,4,1,4,3,0,0
satisfied,'Loyal Customer',40,'Business travel',Business,973,4,4,4,4,5,4,4,4,4,4,4,5,4,5,0,0
satisfied,'Loyal Customer',36,'Business travel',Business,2887,1,1,3,1,5,4,5,4,4,4,4,3,4,5,0,0
